,0
2575,"町うらの沼田に見ればうらさびし繭屋の屋根の細き煙出し : 新井洸 『微明』, 0000, 1916"
2576,"油桶の真鍮の箍日に照らふ水郷の町のはづれなりけり : 新井洸 『微明』, 0000, 1916"
2577,"三叉の沖吹く風に白魚ひく帆影黝みて湖暮れむとす : 新井洸 『微明』, 0000, 1916"
2578,"大湖のたたへのはてにあをあをし真菰の浮洲寂かなるかな : 新井洸 『微明』, 0000, 1916"
2579,"湖尻のせばまりはてて江なせる水滑らかに月にあをめり : 新井洸 『微明』, 0000, 1916"
2580,"浮洲のなか水の道せばくほの暗く月はまこもの根にきらめけり : 新井洸 『微明』, 0000, 1916"
2581,"翅なき人にしあれば夜ふかく水に舟うけて月に遊べり : 新井洸 『微明』, 0000, 1916"
2582,"大空も水もしめらひ蒼みたり月は遥けくはるけかりけり : 新井洸 『微明』, 0000, 1916"
2583,"目瞑づれば忽ち暗き夜の底にひえびえと啼く虫の声かも : 新井洸 『微明』, 0000, 1916"
2584,"洲の崎の芦生にまじるおもだかの水際に淀むうす明りはも : 新井洸 『微明』, 0000, 1916"
2585,"錦木はか細けれどもくれなゐをいのちの限りこらしたらずや : 新井洸 『微明』, 0000, 1916"
2586,"雲おもき日のタぐれの微あかり森林のうちにさえ沈むかも : 新井洸 『微明』, 0000, 1916"
2587,"下りて来し駒の鈴が音タ冷えの山の空気に細くとよむも : 新井洸 『微明』, 0000, 1916"
2588,"山ふかみ雪霜つよき苛げにいのちたもてる樹樹の梢かも : 新井洸 『微明』, 0000, 1916"
2589,"湯の宿は未だ遠きを暮れちかみ雑木の膚のなま白けつつ : 新井洸 『微明』, 0000, 1916"
2590,"曇り日のしかもたそがれ闃として笹原遠くひらけたるかな : 新井洸 『微明』, 0000, 1916"
2591,"右ひだりすげなく広き笹原に夜とならむとすうなじ寒かり : 新井洸 『微明』, 0000, 1916"
2592,"草鞋とけば白き土ふまず柔らかき出湯にひたし息づきにけり : 新井洸 『微明』, 0000, 1916"
2593,"くろぐろと同行ねむる部屋ぬちに身じろけば湯の香ほのにほひつつ : 新井洸 『微明』, 0000, 1916"
2594,"暁のくらく寒きに起きいでて此の山の湯にしづむかなしさ : 新井洸 『微明』, 0000, 1916"
2595,"山深みひたとしみ入る朝寒にはだかとなれば湯の気親しも : 新井洸 『微明』, 0000, 1916"
2596,"峡ふかく元湯湯の井をうかがへば朝寒を来し面ほてるかも : 新井洸 『微明』, 0000, 1916"
2597,"湯の気凝りて白き地上を朝まだき木の下露の流れたるかも : 新井洸 『微明』, 0000, 1916"
2598,"朝露の蔦の広葉つみて匂ひある出湯をむすび口にうつせり : 新井洸 『微明』, 0000, 1916"
2599,"滝壷の茶屋の雨洩りいぶせみと焚火によればくゆる服かも : 新井洸 『微明』, 0000, 1916"
2600,"雲走り青空見する風立ちに梢さやさや峡濡れ光る : 新井洸 『微明』, 0000, 1916"
2601,"遠つ世の火ロの跡の焼原の砂のうへ行くいささ川かも : 新井洸 『微明』, 0000, 1916"
2602,"滝岨の椛の梢の枝の間に晩秋の空よどみたり見ゆ : 新井洸 『微明』, 0000, 1916"
2603,"滝をせぎる岩のこなたの断面は寂然として耳なき如し : 新井洸 『微明』, 0000, 1916"
2604,"道きりてかけす鳴きしか雨となりし小暗き霧にまた見えずけり : 新井洸 『微明』, 0000, 1916"
2605,"高山の霧のおそひにたゆたへば毛織ごろもは霜よりも白し : 新井洸 『微明』, 0000, 1916"
2606,"悲し小禽つぐみがとはに閉ぢし眼に天のさ霧は触れむとすらむ : 新井洸 『微明』, 0000, 1916"
2607,"軒ちかく向うの峰の裾引ける渓さやかなり月は出ぬらし : 新井洸 『微明』, 0000, 1916"
2608,"木のもとの黄いろ落葉に枝の影しみみにおける月のよろしさ : 新井洸 『微明』, 0000, 1916"
2609,"男体はすでに朝日ににほへどもこの渓さむく水たぎちつつ : 新井洸 『微明』, 0000, 1916"
2610,"きらきらと今朝のあさ風落葉松の葉をまき散らす雨後のあかるさ : 新井洸 『微明』, 0000, 1916"
2611,"豊秋の足穂のタ日遠寂ぶる一千年の大御寺かも : 新井洸 『微明』, 0000, 1916"
2612,"薬師寺の塔のしら壁ましら壁ゆふかたまけてさぶくにほふも : 新井洸 『微明』, 0000, 1916"
2613,"うつつなく流れただよふタ明り仏足石を見せたまひけり : 新井洸 『微明』, 0000, 1916"
2614,"柿の実はタかたまけてはしやぐ児のまなこ円に靄にこもらず : 新井洸 『微明』, 0000, 1916"
2615,"月読みのあかり露けき中空に鴟尾の甍のまさやかに見ゆ : 新井洸 『微明』, 0000, 1916"
2616,"しづかなる南円堂の初更の灯たもとにまきて持ち帰らなむ : 新井洸 『微明』, 0000, 1916"
2617,"沼尻に櫓立て並め大四つ手引きあぐるなり秋空の下 : 新井洸 『微明』, 0000, 1916"
2618,"兎つるすももんぢい屋の店に見る姫神山の秋の雪はも : 新井洸 『微明』, 0000, 1916"
2619,"紅の襷紅の前垂れ寒国のいろ白き子に似つけるもあはれ : 新井洸 『微明』, 0000, 1916"
2620,"旅人と生れし町のよそ知らぬ子と逢ひし時何をいひきや : 新井洸 『微明』, 0000, 1916"
2621,"くれなゐの踊り前垂れ解き放ちすなはち我に与へけるかな : 新井洸 『微明』, 0000, 1916"
2622,"やや白む窓の破璃のうすじめり旅寝の朝の眼にすがしもよ : 新井洸 『微明』, 0000, 1916"
2623,"真夜中の出船を待てばここの椅子に人多くなりていよよさびしも : 新井洸 『微明』, 0000, 1916"
2624,"やはらかき船のふし床に疲れ寝て津軽の海を荒れしとも知らず : 新井洸 『微明』, 0000, 1916"
2625,"波止場の路つまさき暗く空荒し人のうしろを見つめて行くも : 新井洸 『微明』, 0000, 1916"
2626,"もの思ふ媼の涙さめざめと氷雨に濡るる古き郵船 : 新井洸 『微明』, 0000, 1916"
2627,"行きゆけど行き果たさざる道なれかよもぎ枯れつつ続きてありけり : 新井洸 『微明』, 0000, 1916"
2628,"ひさめ降る樺の林の木ぐれには板目ましろき小家まれに見ゆ : 新井洸 『微明』, 0000, 1916"
2629,"熊笹の山の膚か遠ひろみ濃くなりて行く雨の道見ゆれ : 新井洸 『微明』, 0000, 1916"
2630,"木立らはおびただしくも切られたりタ日さし入りはるかなるかな : 新井洸 『微明』, 0000, 1916"
2631,"水ふかき神居古潭に靄立てば牙より白き二日月かも : 新井洸 『微明』, 0000, 1916"
2632,"雪国の雪の夜ふけの灯にさびしな都育ちのうたひめの顔 : 新井洸 『微明』, 0000, 1916"
2633,"あはれなる追分節よここゆまた遠くさすらひ家にかへらじ : 新井洸 『微明』, 0000, 1916"
2634,"乗合ひの友の其の頬に雪あかりほのかに白く旅ごころ痛し : 新井洸 『微明』, 0000, 1916"
2635,"車中に疲れ臥す時土地者の泥長靴の目よ離れずも : 新井洸 『微明』, 0000, 1916"
2636,"降り足らぬ今朝の雪ぞら凍みまさり出帆の銅羅とどろこだます : 新井洸 『微明』, 0000, 1916"
2637,"踊子の紅の前垂あはれにも旅の鞄に入りて来にけり : 新井洸 『微明』, 0000, 1916"
2638,"をさならが窓のそともの騒ぎにも君とあるこころ乱れ苦しき : 新井洸 『微明』, 0000, 1916"
2639,"ひたひたと夜のうしほの満ち潮のひたすに濡れぬ君がひとみに : 新井洸 『微明』, 0000, 1916"
2640,"胸みちて二人もだせりおぎろなき死の大神肝をひやさむ : 新井洸 『微明』, 0000, 1916"
2641,"くれぐれと世に頼りなきこのこころ君が前にをさも泣きかねつ : 新井洸 『微明』, 0000, 1916"
2642,"たらちねの母にしもあらば温かき膝に顔よせ泣かましものを : 新井洸 『微明』, 0000, 1916"
2643,"人間のいのちの奥のはづかしさ滲み来るかも君に対へば : 新井洸 『微明』, 0000, 1916"
2644,"足り足らぬ何やらを追ふこの夜らの君とあるこころ時なさまたげ : 新井洸 『微明』, 0000, 1916"
2645,"君に得し落つき心罅せじととぼとぼと行く小夜は更くれど : 新井洸 『微明』, 0000, 1916"
2646,"もの深きこの落つきゆ一人行く道のすがらに涙こぼるる : 新井洸 『微明』, 0000, 1916"
2647,"君に逢ひて今帰りつつ行方なくしかも惑へるこの愁ひはも : 新井洸 『微明』, 0000, 1916"
2648,"一人思ふたのみをもとな是ぞこのあからさまなる何を知リてか : 新井洸 『微明』, 0000, 1916"
2649,"目の前の我が手のひらと人ごころまさにうつつに見むよしもがも : 新井洸 『微明』, 0000, 1916"
2650,"このへだて石に投げても丁と落ちていと砕けむものならなくに : 新井洸 『微明』, 0000, 1916"
2651,"いでいかに思ひ定めむ流しやる木の葉も水も早く行くなり : 新井洸 『微明』, 0000, 1916"
2652,"恋ひなづむ心おとろへ反故紙の知らぬ子の手蹟に涙ぐみけり : 新井洸 『微明』, 0000, 1916"
2653,"紙ないふ頻にあつれば涙落つ我がおこたりを君知るらむか : 新井洸 『微明』, 0000, 1916"
2654,"沈める水の深みのほの明りこころのさびれまなうらに見ゆ : 新井洸 『微明』, 0000, 1916"
2655,"おのづからなるらむままにいかにともなれ君ならぬ人に何をも思はず : 新井洸 『微明』, 0000, 1916"
2656,"秋の夜のともし灯ふけて物のくまほの暗ければ君が髪思ふ : 新井洸 『微明』, 0000, 1916"
2657,"ややあをき頬にかかれる髪もあれきれ長まみの俯目かなしも : 新井洸 『微明』, 0000, 1916"
2658,"小夜ふけて眠るといふもうつつなく君がひとみに沈みゆくこと : 新井洸 『微明』, 0000, 1916"
2659,"この頃の夜毎のねざめ秋しづけく君をおもふに限りなきかな : 新井洸 『微明』, 0000, 1916"
2660,"いねがてに冷え切りし手を額におく涙ながれてとどまらぬかな : 新井洸 『微明』, 0000, 1916"
2661,"死にかへりひびきを絶えしうしほ波うねりにうねリまなかひにあり : 新井洸 『微明』, 0000, 1916"
2662,"狂ほしき夢のとぎれに大川の夜半の沈まりのひたと迫れり : 新井洸 『微明』, 0000, 1916"
2663,"がらす戸の窓のそともに大川の夜半のしじまのすぐ立てるかも : 新井洸 『微明』, 0000, 1916"
2664,"秋の夜の水のさむけさ糊白き衾にしみ来ともし灯消さむ : 新井洸 『微明』, 0000, 1916"
2665,"がらすの薄き器に雫落ちこのさ夜なかに満ちみてりけり : 新井洸 『微明』, 0000, 1916"
2666,"此のままに寝つかむとすれば河ロの汽船の笛のほのにとよむも : 新井洸 『微明』, 0000, 1916"
2667,"秋の夜のかかるしじまに胸せまり我は覚むとも人な目ざめそ : 新井洸 『微明』, 0000, 1916"
2668,"大空に月は照りたり遠つ人息のぬくみのここにかよはな : 新井洸 『微明』, 0000, 1916"
2669,"すみあかき月の光に歩みほけうつらうつらにゆかしみにけり : 新井洸 『微明』, 0000, 1916"
2670,"おのが身を小さくきたなく価なくおもひ詰むらく恋は退かず : 新井洸 『微明』, 0000, 1916"
2671,"じりじりに思ふおもひのしみうつりいかにか人に我がつらからむ : 新井洸 『微明』, 0000, 1916"
2672,"君のごと恋ひ思はるる人ありと知れらば誰か嫉みにをたへむ : 新井洸 『微明』, 0000, 1916"
2673,"打負きしのぶに強きわが心君にえたへずた破れぬべく思ふ : 新井洸 『微明』, 0000, 1916"
2674,"今宵また眠り安からずかくてつづく疲れのはても恐しきかな : 新井洸 『微明』, 0000, 1916"
2675,"このままに気ちがひにならばいかならむ人を見わけてロ走りせむ : 新井洸 『微明』, 0000, 1916"
2676,"我が行きしにあかりが点きし人の部屋の宵の寒さのなつかしきかな : 新井洸 『微明』, 0000, 1916"
2677,"菊の花灯かげに白く夜を寒み君が素足のいとほしきかな : 新井洸 『微明』, 0000, 1916"
2678,"君が母の打ちとけて我を待ちたまふ憂き恋故に悲しかりけり : 新井洸 『微明』, 0000, 1916"
2679,"物さびしく二人親み長き夜を熟き紅茶の香をめでにつつ : 新井洸 『微明』, 0000, 1916"
2680,"だありやの霜にくづるる朝寒に心わななくなつかしなつかし : 新井洸 『微明』, 0000, 1916"
2681,"冬の日の日されの砂に打まみれ心あらさじただにうとくば : 新井洸 『微明』, 0000, 1916"
2682,"からからと宵の寒さの刻みあし聞けばえ堪へず恋しきものを : 新井洸 『微明』, 0000, 1916"
2683,"冬ぬるむ初夜のしじまにこもり居て息づきぬとも知る人はなし : 新井洸 『微明』, 0000, 1916"
2684,"寒き夜をひとりさびしく思ひふけ立てば帯さへほどけぬるかな : 新井洸 『微明』, 0000, 1916"
2685,"追ひ来りのび上り立ちて爪かくる大きけものをのがれかねつも : 新井洸 『微明』, 0000, 1916"
2686,"合歓の葉はしぼみはてしを灯ともさず端居に見ればすずしき君が目 : 新井洸 『微明』, 0000, 1916"
2687,"雲白き夏のゆふべのあかるさに我のみ見たる君がゑまひか : 新井洸 『微明』, 0000, 1916"
2688,"日の暮を風船売の残りもの風船玉の夕明かな : 新井洸 『微明』, 0000, 1916"
2689,"久方の空晴れわたり風もなし一片の雲うすれうすれ消ゆ : 新井洸 『微明』, 0000, 1916"
2690,"郵便馬車ぬらりと赤し氷屋の店さきの灯に粉雨久しも : 新井洸 『微明』, 0000, 1916"
